d1 d2 d3 d4 d5
0.293 -0.07529999999999999 0.04999999999999999 -0.02360000000000001 0.1884
0.359 0.02009999999999998 -0.1948 -0.1716 -0.0068000000000000005
0.837 -0.12029999999999999 -0.18680000000000002 -0.1812 -0.12680000000000002
0.145 -0.017699999999999994 -0.19240000000000002 0.1276 0.045999999999999985
0.527 -0.0765 0.021200000000000024 0.05399999999999999 0.00040000000000001146
0.909 -0.01830000000000001 0.053200000000000025 -0.017199999999999993 0.17959999999999998
0.721 0.0237 -0.1708 0.07480000000000003 0.16040000000000004
0.827 -0.1239 -0.0572 -0.1372 0.06040000000000001
0.129 0.059099999999999986 -0.1892 -0.01319999999999999 0.1508
0.171 0.1455 -0.1084 0.14279999999999998 -0.15000000000000002
0.325 0.08549999999999999 0.18119999999999997 -0.042800000000000005 0.04999999999999999
0.413 -0.027900000000000008 0.013200000000000017 -0.08360000000000001 -0.12040000000000001
0.173 -0.1197 -0.1612 -0.0572 -0.08520000000000001
0.491 0.11429999999999998 -0.0876 -0.0772 0.17719999999999997
0.585 0.037500000000000006 0.018000000000000016 -0.066 0.12919999999999998
0.295 0.1131 0.15240000000000004 -0.05160000000000001 -0.19160000000000002
0.261 0.13949999999999999 -0.11 0.0012000000000000066 0.16600000000000004
0.783 0.04530000000000001 -0.17720000000000002 0.066 -0.042800000000000005
0.715 -0.11549999999999999 0.16600000000000004 0.1708 0.006000000000000005
0.151 -0.0363 0.17719999999999997 -0.03799999999999998 0.1372
0.203 -0.09570000000000001 -0.13640000000000002 0.06120000000000003 0.12840000000000001
0.539 0.029099999999999987 -0.1836 -0.044399999999999995 -0.1524
0.149 -0.027300000000000005 -0.08600000000000002 0.07879999999999998 -0.0388
0.245 0.05550000000000002 -0.07400000000000001 -0.003599999999999992 0.10120000000000001
0.565 -0.042300000000000004 0.1084 0.16600000000000004 -0.1884
0.161 0.0015000000000000013 -0.1188 -0.06040000000000001 0.1436
0.597 -0.05489999999999999 0.01880000000000001 -0.17720000000000002 -0.0876
0.953 -0.1221 -0.02840000000000001 0.0756 0.1628
0.195 -0.1263 0.16040000000000004 0.06359999999999999 -0.16920000000000002
0.041 0.12389999999999998 -0.13 -0.03240000000000001 -0.1564
0.755 0.0849 0.015600000000000003 -0.19560000000000002 -0.1724
0.047 0.1137 0.1652 -0.166 0.1516
0.501 -0.057300000000000004 0.11560000000000004 -0.1748 -0.03799999999999998
0.907 -0.1407 0.11080000000000001 0.10600000000000004 0.1476
0.975 0.04470000000000002 0.12440000000000001 -0.10120000000000001 -0.18280000000000002
0.225 -0.06749999999999999 -0.016399999999999998 0.0020000000000000018 0.04039999999999999
0.939 0.0363 0.12040000000000001 0.04680000000000001 -0.04119999999999999
0.311 0.10350000000000001 0.02679999999999999 0.02200000000000002 -0.066
0.895 -0.1209 0.06520000000000004 -0.16920000000000002 -0.1588
0.813 0.09869999999999998 0.17400000000000004 -0.17400000000000002 -0.08440000000000002
0.375 -0.1401 0.09960000000000002 0.00520000000000001 -0.19560000000000002
0.917 -0.0267 -0.04680000000000001 -0.11720000000000001 -0.10200000000000001
0.913 0.10769999999999999 0.12280000000000002 -0.1884 0.009200000000000014
0.181 0.05610000000000001 0.1588 0.057999999999999996 -0.10360000000000001
0.829 0.0471 0.08599999999999997 -0.1044 0.0812
0.915 -0.09989999999999999 -0.04199999999999998 -0.0932 -0.04519999999999999
0.497 -0.06989999999999999 0.15800000000000003 0.1748 -0.06200000000000003
0.623 -0.02310000000000001 0.1356 -0.08440000000000002 0.029199999999999976
0.533 -0.1035 -0.1684 -0.0484 -0.012400000000000022
0.627 -0.060300000000000006 0.12919999999999998 0.14440000000000003 0.1588
0.761 0.1263 -0.00040000000000001146 -0.07239999999999999 0.002799999999999997
0.977 0.07469999999999999 -0.06520000000000001 0.03639999999999999 -0.07800000000000001
0.871 -0.1191 -0.1468 -0.1252 -0.0252
0.633 -0.0705 0.1372 -0.054800000000000015 0.15640000000000004
0.951 0.0393 -0.094 0.178 0.10200000000000004
0.449 0.13769999999999996 -0.1492 0.056400000000000006 -0.024400000000000005
0.301 -0.0039000000000000146 0.05559999999999998 -0.1468 -0.1948
0.853 0.0879 0.0476 0.16440000000000005 0.06120000000000003
0.065 0.017100000000000004 0.17880000000000001 0.1628 0.1876
0.351 0.11610000000000001 0.11320000000000002 -0.1492 -0.138
0.965 0.1101 0.06359999999999999 0.1884 -0.07239999999999999
0.281 0.09629999999999997 0.0716 -0.1028 -0.0676
0.861 0.041700000000000015 -0.05400000000000002 -0.19720000000000001 0.11480000000000001
0.955 -0.0789 0.12840000000000001 -0.1316 -0.094
0.259 0.08130000000000001 -0.17 -0.12040000000000001 0.12360000000000004
0.251 0.14369999999999997 0.1452 -0.07800000000000001 -0.017199999999999993
0.705 0.13709999999999997 0.17160000000000003 -0.11560000000000001 -0.158
0.407 -0.017100000000000004 0.07240000000000002 0.15800000000000003 0.022800000000000015
0.649 0.08310000000000001 0.11400000000000005 0.04199999999999998 0.053200000000000025
0.219 0.015900000000000025 0.0948 0.1164 -0.04680000000000001
0.397 -0.14429999999999998 -0.11800000000000001 0.1436 -0.0668
0.629 0.07769999999999999 -0.09720000000000001 0.039599999999999996 -0.009200000000000014
0.537 0.12089999999999998 -0.1388 -0.1996 0.13079999999999997
0.547 -0.033299999999999996 -0.04119999999999999 -0.15000000000000002 -0.1756
0.557 0.014700000000000019 -0.11320000000000001 -0.1628 0.05159999999999998
0.239 -0.016499999999999987 -0.009200000000000014 0.12200000000000005 -0.1124
0.379 0.053700000000000025 -0.010800000000000004 -0.056400000000000006 -0.09079999999999999
0.085 -0.1287 0.10200000000000004 -0.1668 0.03319999999999998
0.229 0.015300000000000008 0.13879999999999998 -0.14120000000000002 0.07799999999999996
0.603 -0.0807 -0.042800000000000005 0.12040000000000001 0.0892
0.561 -0.1431 0.0524 -0.1588 -0.1612
0.959 0.0915 -0.1476 -0.17800000000000002 -0.1484
0.393 -0.0759 -0.19720000000000001 0.013200000000000017 0.15800000000000003
0.687 0.03509999999999999 0.16200000000000003 -0.1084 -0.04039999999999999
0.981 0.07169999999999999 0.06680000000000003 0.18519999999999998 0.1916
0.695 -0.0645 -0.122 -0.1428 0.08279999999999998
0.847 0.03570000000000001 -0.003599999999999992 0.04119999999999999 -0.013999999999999985
0.525 -0.002700000000000008 -0.0388 0.0476 0.06280000000000002
0.645 0.0020999999999999908 0.19240000000000002 -0.0388 0.09560000000000002
0.403 -0.0015000000000000013 0.08999999999999997 0.18680000000000002 -0.0956
0.429 0.030899999999999983 0.10439999999999999 0.06280000000000002 -0.1292
0.647 -0.0939 0.14679999999999999 -0.015600000000000003 0.012400000000000022
0.731 -0.009300000000000003 0.03559999999999999 -0.09720000000000001 -0.0964
0.967 0.07050000000000001 -0.1092 0.12679999999999997 0.19480000000000003
0.355 -0.1149 -0.08839999999999999 -0.06359999999999999 -0.186
0.719 0.09030000000000002 -0.027600000000000013 -0.0020000000000000018 -0.06839999999999999
0.587 -0.048299999999999996 0.1068 -0.027600000000000013 -0.16440000000000002
0.391 0.050100000000000006 -0.1844 -0.030799999999999994 0.09960000000000002
0.555 0.09449999999999997 -0.1532 -0.1572 0.030799999999999994
0.133 0.054300000000000015 -0.02360000000000001 -0.1276 0.06440000000000001
0.779 -0.1245 0.1748 -0.16040000000000001 -0.1444
0.865 -0.0591 -0.10200000000000001 0.1844 0.02040000000000003
0.937 -0.1281 0.03799999999999998 -0.154 0.015600000000000003
0.137 -0.1185 -0.19160000000000002 -0.0012000000000000066 0.027599999999999986
0.631 -0.0849 -0.1628 0.15560000000000002 0.16200000000000003
0.485 0.0723 -0.16040000000000001 -0.18280000000000002 -0.0748
0.511 0.09389999999999998 -0.03160000000000002 0.09160000000000001 -0.18760000000000002
0.091 -0.05789999999999999 0.01720000000000002 -0.1124 0.14040000000000002
0.025 -0.08009999999999999 -0.1212 -0.1756 -0.030799999999999994
0.253 -0.0615 0.1956 0.10920000000000002 0.15400000000000003
